lifespan_numeric,industry_cafe,log_seats,outdoor_seating,mixed_seating,same_ind,other_ind,on_best_street,on_worst_street,clue_melbourne__cbd_,clue_carlton,clue_docklands,clue_southbank,clue_north_melbourne,clue_west_melbourne__residential_,clue_east_melbourne,clue_parkville,clue_melbourne__remainder_,clue_kensington,property_competition
9,1,4.74493212836325,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4,1,4.290459441148391,0,1,21,3,0,0,0,0,0,1,0,0,0,0,0,0,2
2,1,5.993961427306569,0,1,21,3,0,0,0,0,0,1,0,0,0,0,0,0,2
2,1,2.772588722239781,0,0,49,7,1,0,0,0,0,1,0,0,0,0,0,0,3
13,1,5.170483995038151,0,1,23,3,1,0,0,0,0,1,0,0,0,0,0,0,1
2,1,5.081404364984463,0,1,23,3,1,0,0,0,0,1,0,0,0,0,0,0,1
19,1,3.8918202981106265,0,0,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6,1,4.418840607796598,0,0,15,4,1,0,0,0,0,1,0,0,0,0,0,0,0
2,1,3.6109179126442243,0,0,11,1,1,0,0,0,0,1,0,0,0,0,0,0,0
4,1,3.8501476017100584,0,0,23,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,3.713572066704308,0,0,35,7,0,0,0,0,0,1,0,0,0,0,0,0,0
6,1,3.713572066704308,0,0,65,9,0,0,0,0,0,1,0,0,0,0,0,0,0
13,0,2.4849066497880004,0,1,1,22,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,2.772588722239781,0,1,8,50,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,2.1972245773362196,0,0,3,6,0,0,0,0,0,1,0,0,0,0,0,0,2
2,1,4.007333185232471,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0
20,0,1.9459101490553132,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1
18,1,4.2626798770413155,0,1,5,4,0,0,0,0,0,1,0,0,0,0,0,0,2
2,0,2.1972245773362196,0,0,5,16,0,0,0,0,0,1,0,0,0,0,0,0,2
2,0,1.9459101490553132,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,4.709530201312334,0,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4,1,4.07753744390572,0,1,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0
4,1,4.174387269895637,0,1,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,2.3978952727983707,0,0,3,13,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,4.04305126783455,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,1,4.532599493153256,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,1,4.110873864173311,0,0,21,2,0,0,0,0,0,1,0,0,0,0,0,0,0
4,1,4.795790545596741,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,1,4.394449154672439,0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,3.8918202981106265,0,0,14,4,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,3.8918202981106265,0,0,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,4.23410650459726,0,0,73,6,0,1,0,0,0,1,0,0,0,0,0,0,0
4,1,4.553876891600541,0,1,48,8,0,1,0,0,0,1,0,0,0,0,0,0,0
11,1,4.143134726391533,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2,1,2.8903717578961645,0,1,13,5,0,1,0,0,0,1,0,0,0,0,0,0,0
1,1,3.044522437723423,0,1,18,7,0,1,0,0,0,1,0,0,0,0,0,0,0
2,1,2.833213344056216,0,1,10,4,0,1,0,0,0,1,0,0,0,0,0,0,0
2,1,3.1780538303479458,0,1,14,6,0,1,0,0,0,1,0,0,0,0,0,0,0
4,1,3.713572066704308,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
9,1,3.828641396489095,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,4.007333185232471,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,1,3.258096538021482,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,1,4.990432586778736,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,4.2626798770413155,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,1,4.51085950651685,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22,1,4.110873864173311,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,2.1972245773362196,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
15,1,3.713572066704308,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,1,4.844187086458591,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,1,4.859812404361672,0,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,5.707110264748875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,4.51085950651685,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,1,3.828641396489095,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,1,4.875197323201151,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,1,4.875197323201151,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,4.836281906951478,0,1,17,2,0,0,0,0,0,1,0,0,0,0,0,0,7
10,1,4.007333185232471,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2,0,3.295836866004329,0,0,1,15,0,0,0,0,0,1,0,0,0,0,0,0,8
6,1,5.272999558563747,0,1,11,1,0,0,0,0,0,1,0,0,0,0,0,0,5
10,1,4.110873864173311,0,1,11,1,0,0,0,0,0,1,0,0,0,0,0,0,5
13,1,4.61512051684126,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2,1,4.394449154672439,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,2
4,1,4.290459441148391,0,1,14,2,0,0,0,0,0,1,0,0,0,0,0,0,8
19,1,3.044522437723423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1,3.7612001156935624,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,5.1647859739235145,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
2,1,5.420534999272286,0,1,54,6,1,0,0,0,0,1,0,0,0,0,0,0,15
15,1,4.110873864173311,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
9,1,5.017279836814924,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
2,1,5.081404364984463,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
4,1,4.795790545596741,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
20,1,4.394449154672439,0,0,26,2,1,0,0,0,0,1,0,0,0,0,0,0,16
2,1,4.2626798770413155,0,0,47,5,1,0,0,0,0,1,0,0,0,0,0,0,18
2,1,4.189654742026425,0,0,58,6,1,0,0,0,0,1,0,0,0,0,0,0,16
9,1,4.709530201312334,0,0,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
2,1,3.4339872044851463,0,0,30,4,1,0,0,0,0,1,0,0,0,0,0,0,17
9,1,5.081404364984463,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
4,1,4.394449154672439,0,0,58,6,1,0,0,0,0,1,0,0,0,0,0,0,16
8,1,3.4339872044851463,1,0,37,5,1,0,0,0,0,1,0,0,0,0,0,0,13
4,1,2.833213344056216,0,0,47,5,1,0,0,0,0,1,0,0,0,0,0,0,18
3,1,4.795790545596741,0,1,33,4,1,0,0,0,0,1,0,0,0,0,0,0,18
10,1,4.61512051684126,0,1,47,5,1,0,0,0,0,1,0,0,0,0,0,0,18
4,1,4.07753744390572,0,0,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
6,1,4.709530201312334,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
22,1,4.394449154672439,0,0,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
13,1,4.343805421853684,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
5,0,3.4339872044851463,1,0,3,31,1,0,0,0,0,1,0,0,0,0,0,0,17
7,1,3.828641396489095,0,1,33,4,1,0,0,0,0,1,0,0,0,0,0,0,18
20,1,4.795790545596741,0,1,26,2,1,0,0,0,0,1,0,0,0,0,0,0,16
22,1,5.4510384535657,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
17,0,3.4339872044851463,0,0,1,22,1,0,0,0,0,1,0,0,0,0,0,0,17
12,0,1.9459101490553132,0,0,4,38,1,0,0,0,0,1,0,0,0,0,0,0,13
4,1,4.709530201312334,0,0,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
2,1,4.454347296253507,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
11,1,4.51085950651685,0,1,26,2,1,0,0,0,0,1,0,0,0,0,0,0,16
3,1,5.198497031265826,0,0,33,4,1,0,0,0,0,1,0,0,0,0,0,0,18
2,1,5.3981627015177525,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
22,1,5.963579343618446,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
13,0,3.4339872044851463,0,1,3,31,1,0,0,0,0,1,0,0,0,0,0,0,17
18,1,4.836281906951478,0,1,30,4,1,0,0,0,0,1,0,0,0,0,0,0,17
2,1,4.990432586778736,0,1,47,5,1,0,0,0,0,1,0,0,0,0,0,0,18
13,1,5.968707559985366,0,1,21,2,1,0,0,0,0,1,0,0,0,0,0,0,17
22,1,4.983606621708336,0,1,21,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2,0,1.9459101490553132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,0,2.302585092994046,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
9,1,4.418840607796598,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13,1,4.795790545596741,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,3.4657359027997265,0,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0
4,0,2.3978952727983707,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
6,1,4.110873864173311,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,1,3.4339872044851463,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,4.672828834461906,0,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,1,4.77912349311153,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,4.624972813284271,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9,1,5.4638318050256105,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,0,3.784189633918261,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,1,4.110873864173311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1,4.276666119016055,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3.8066624897703196,0,0,69,1,0,0,1,0,0,0,0,0,0,0,0,0,0
18,1,3.8066624897703196,0,0,83,2,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,5.545177444479562,0,1,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,5.017279836814924,0,0,100,21,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,5.017279836814924,0,0,93,18,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,5.5053315359323625,0,0,29,2,0,0,1,0,0,0,0,0,0,0,0,0,1
17,1,4.2626798770413155,0,0,29,2,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,4.564348191467836,0,0,55,8,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2.6390573296152584,0,1,88,221,0,0,1,0,0,0,0,0,0,0,0,0,4
2,0,1.6094379124341003,0,0,39,107,0,0,1,0,0,0,0,0,0,0,0,0,2
3,0,2.9444389791664403,0,0,10,51,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,3.6635616461296463,0,1,210,84,0,0,1,0,0,0,0,0,0,0,0,0,7
8,1,2.772588722239781,0,1,144,57,0,0,1,0,0,0,0,0,0,0,0,0,6
5,1,3.9318256327243257,0,1,127,50,0,0,1,0,0,0,0,0,0,0,0,0,4
11,0,2.70805020110221,1,0,27,91,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,3.044522437723423,0,0,161,66,0,0,1,0,0,0,0,0,0,0,0,0,5
2,0,2.3978952727983707,0,0,83,211,0,0,1,0,0,0,0,0,0,0,0,0,7
7,0,1.9459101490553132,0,0,39,107,0,0,1,0,0,0,0,0,0,0,0,0,2
5,1,5.2832037287379885,0,1,127,50,0,0,1,0,0,0,0,0,0,0,0,0,4
15,0,2.70805020110221,0,1,49,128,0,0,1,0,0,0,0,0,0,0,0,0,4
2,0,3.044522437723423,0,1,72,180,0,0,1,0,0,0,0,0,0,0,0,0,6
2,0,2.302585092994046,0,0,72,180,0,0,1,0,0,0,0,0,0,0,0,0,6
2,0,2.6390573296152584,0,1,83,211,0,0,1,0,0,0,0,0,0,0,0,0,7
4,0,2.6390573296152584,0,1,72,180,0,0,1,0,0,0,0,0,0,0,0,0,6
2,0,2.3978952727983707,0,1,65,162,0,0,1,0,0,0,0,0,0,0,0,0,5
11,1,4.189654742026425,0,1,77,25,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.31748811353631,0,1,192,77,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.31748811353631,0,1,160,67,0,0,1,0,0,0,0,0,0,0,0,0,0
19,1,4.143134726391533,0,1,9,4,0,0,1,0,0,0,0,0,0,0,0,0,1
20,1,3.8066624897703196,0,1,9,4,0,0,1,0,0,0,0,0,0,0,0,0,1
7,1,3.4339872044851463,0,1,14,13,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,2.833213344056216,1,0,13,17,0,0,1,0,0,0,0,0,0,0,0,0,5
7,0,3.713572066704308,0,1,12,15,0,0,1,0,0,0,0,0,0,0,0,0,4
7,1,3.4339872044851463,0,1,20,14,0,0,1,0,0,0,0,0,0,0,0,0,6
1,0,3.828641396489095,1,0,20,38,0,0,1,0,0,0,0,0,0,0,0,0,5
4,1,3.367295829986474,0,1,25,18,0,0,1,0,0,0,0,0,0,0,0,0,5
14,1,1.6094379124341003,0,0,11,10,0,0,1,0,0,0,0,0,0,0,0,0,2
20,1,3.713572066704308,0,1,9,4,0,0,1,0,0,0,0,0,0,0,0,0,1
5,0,3.912023005428146,1,0,17,26,0,0,1,0,0,0,0,0,0,0,0,0,5
7,1,3.970291913552122,0,1,14,13,0,0,1,0,0,0,0,0,0,0,0,0,4
20,1,3.6635616461296463,0,1,9,4,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,2.9444389791664403,0,0,20,27,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,2.9444389791664403,0,0,17,26,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2.5649493574615367,0,0,17,26,0,0,1,0,0,0,0,0,0,0,0,0,1
20,1,2.833213344056216,0,0,9,4,0,0,1,0,0,0,0,0,0,0,0,0,4
20,0,2.302585092994046,0,0,3,10,0,0,1,0,0,0,0,0,0,0,0,0,4
2,0,2.4849066497880004,0,0,3,10,0,0,1,0,0,0,0,0,0,0,0,0,4
20,0,2.5649493574615367,0,0,3,10,0,0,1,0,0,0,0,0,0,0,0,0,4
14,0,3.2188758248682006,0,0,9,12,0,0,1,0,0,0,0,0,0,0,0,0,5
4,0,2.5649493574615367,0,0,5,10,0,0,1,0,0,0,0,0,0,0,0,0,4
13,0,2.5649493574615367,0,0,6,11,0,0,1,0,0,0,0,0,0,0,0,0,5
5,0,2.5649493574615367,0,0,17,26,0,0,1,0,0,0,0,0,0,0,0,0,6
5,1,3.713572066704308,0,1,25,18,0,0,1,0,0,0,0,0,0,0,0,0,6
9,0,2.5649493574615367,0,0,9,12,0,0,1,0,0,0,0,0,0,0,0,0,5
3,0,2.5649493574615367,0,0,20,27,0,0,1,0,0,0,0,0,0,0,0,0,6
6,1,3.295836866004329,0,0,9,4,0,0,1,0,0,0,0,0,0,0,0,0,4
22,1,4.007333185232471,0,1,9,4,0,0,1,0,0,0,0,0,0,0,0,0,2
22,0,3.4339872044851463,0,1,3,10,0,0,1,0,0,0,0,0,0,0,0,0,2
15,1,3.8066624897703196,1,0,9,4,0,0,1,0,0,0,0,0,0,0,0,0,2
4,1,3.7612001156935624,1,0,25,18,0,0,1,0,0,0,0,0,0,0,0,0,3
6,1,3.9318256327243257,0,1,20,14,0,0,1,0,0,0,0,0,0,0,0,0,3
2,0,3.295836866004329,1,0,5,10,0,0,1,0,0,0,0,0,0,0,0,0,0
12,0,3.044522437723423,1,0,9,12,0,0,1,0,0,0,0,0,0,0,0,0,0
20,1,3.367295829986474,0,0,81,2,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.290459441148391,0,1,56,9,0,1,1,0,0,0,0,0,0,0,0,0,7
8,1,3.8918202981106265,0,1,88,17,0,1,1,0,0,0,0,0,0,0,0,0,6
16,1,3.044522437723423,0,1,56,9,0,1,1,0,0,0,0,0,0,0,0,0,7
3,1,3.871201010907891,0,1,74,14,0,1,1,0,0,0,0,0,0,0,0,0,6
2,0,2.833213344056216,0,1,2,27,0,1,1,0,0,0,0,0,0,0,0,0,5
13,0,2.833213344056216,0,1,3,30,0,1,1,0,0,0,0,0,0,0,0,0,5
3,1,3.970291913552122,0,1,74,14,0,1,1,0,0,0,0,0,0,0,0,0,6
8,1,4.1588830833596715,0,1,26,3,0,1,1,0,0,0,0,0,0,0,0,0,5
4,1,3.5553480614894135,0,1,26,3,0,1,1,0,0,0,0,0,0,0,0,0,5
11,1,4.61512051684126,0,0,56,9,0,1,1,0,0,0,0,0,0,0,0,0,7
2,1,4.04305126783455,0,0,98,19,0,1,1,0,0,0,0,0,0,0,0,0,7
2,1,3.4657359027997265,0,1,56,9,0,1,1,0,0,0,0,0,0,0,0,0,7
4,1,4.634728988229636,0,1,26,3,0,1,1,0,0,0,0,0,0,0,0,0,5
8,1,4.394449154672439,0,1,26,3,0,1,1,0,0,0,0,0,0,0,0,0,5
14,1,3.713572066704308,0,1,74,14,0,1,1,0,0,0,0,0,0,0,0,0,6
2,1,3.7612001156935624,0,0,114,24,0,1,1,0,0,0,0,0,0,0,0,0,7
4,1,3.713572066704308,0,0,26,3,0,1,1,0,0,0,0,0,0,0,0,0,5
2,1,2.9444389791664403,0,1,40,4,0,1,1,0,0,0,0,0,0,0,0,0,5
6,1,3.9512437185814275,0,1,98,19,0,1,1,0,0,0,0,0,0,0,0,0,7
4,1,3.6888794541139363,0,1,40,4,0,1,1,0,0,0,0,0,0,0,0,0,5
2,1,3.4657359027997265,0,1,40,4,0,1,1,0,0,0,0,0,0,0,0,0,5
5,1,4.290459441148391,0,1,74,14,0,1,1,0,0,0,0,0,0,0,0,0,6
3,1,4.634728988229636,0,0,136,26,0,1,1,0,0,0,0,0,0,0,0,0,6
5,1,4.61512051684126,0,0,74,14,0,1,1,0,0,0,0,0,0,0,0,0,6
1,0,3.295836866004329,0,0,25,168,0,1,1,0,0,0,0,0,0,0,0,0,0
2,0,1.9459101490553132,0,0,4,40,0,1,1,0,0,0,0,0,0,0,0,0,0
7,1,4.330733340286331,0,0,43,5,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,4.51085950651685,0,1,20,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2,1,4.394449154672439,0,0,20,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2,1,4.51085950651685,0,1,20,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4,1,3.8501476017100584,0,0,87,9,0,1,1,0,0,0,0,0,0,0,0,0,0
4,1,3.8501476017100584,0,0,65,9,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,3.5263605246161616,0,1,41,3,0,1,1,0,0,0,0,0,0,0,0,0,4
2,1,3.6888794541139363,0,1,41,3,0,1,1,0,0,0,0,0,0,0,0,0,4
2,1,4.174387269895637,0,1,41,3,0,1,1,0,0,0,0,0,0,0,0,0,4
2,1,4.59511985013459,0,1,41,3,0,1,1,0,0,0,0,0,0,0,0,0,4
2,1,4.23410650459726,0,1,41,3,0,1,1,0,0,0,0,0,0,0,0,0,4
2,1,3.4339872044851463,0,0,55,4,0,0,0,0,0,1,0,0,0,0,0,0,3
9,1,5.4638318050256105,0,1,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6,1,5.081404364984463,0,1,51,4,0,0,0,0,0,1,0,0,0,0,0,0,2
2,1,3.713572066704308,0,0,44,4,0,0,0,0,0,1,0,0,0,0,0,0,2
2,1,5.081404364984463,0,1,44,4,0,0,0,0,0,1,0,0,0,0,0,0,2
5,1,5.673323267171493,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,1,5.017279836814924,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1
20,1,5.673323267171493,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,1,5.081404364984463,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
4,1,4.795790545596741,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,2
13,1,4.394449154672439,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
7,1,4.3694478524670215,0,1,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4.3694478524670215,0,1,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0
22,1,5.003946305945459,0,1,16,3,0,0,1,0,0,0,0,0,0,0,0,0,0
4,0,2.833213344056216,0,1,37,71,0,0,1,0,0,0,0,0,0,0,0,0,0
10,1,4.948759890378168,0,0,33,10,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,3.713572066704308,0,1,101,52,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,3.713572066704308,0,1,68,32,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,3.9512437185814275,0,1,211,108,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.713572066704308,0,1,85,46,0,0,1,0,0,0,0,0,0,0,0,0,0
4,1,4.875197323201151,0,0,196,92,0,0,1,0,0,0,0,0,0,0,0,0,1
14,1,4.875197323201151,0,0,67,29,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,5.14166355650266,0,0,75,36,0,0,1,0,0,0,0,0,0,0,0,0,0
11,1,5.14166355650266,0,0,90,41,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,4.189654742026425,0,0,185,92,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,5.14166355650266,0,0,61,24,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,5.14166355650266,0,0,43,15,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.7612001156935624,0,0,94,45,0,0,1,0,0,0,0,0,0,0,0,0,4
5,1,4.23410650459726,0,1,111,56,0,0,1,0,0,0,0,0,0,0,0,0,4
10,1,3.7612001156935624,0,1,127,65,0,0,1,0,0,0,0,0,0,0,0,0,4
9,1,3.713572066704308,0,0,111,56,0,0,1,0,0,0,0,0,0,0,0,0,4
3,1,4.2626798770413155,0,0,111,56,0,0,1,0,0,0,0,0,0,0,0,0,4
4,1,4.248495242049359,0,1,192,100,0,0,1,0,0,0,0,0,0,0,0,0,4
7,1,3.9318256327243257,0,0,46,17,0,0,1,0,0,0,0,0,0,0,0,0,4
3,1,3.713572066704308,0,0,46,17,0,0,1,0,0,0,0,0,0,0,0,0,4
5,1,4.23410650459726,0,0,94,45,0,0,1,0,0,0,0,0,0,0,0,0,4
22,1,3.713572066704308,0,0,46,17,0,0,1,0,0,0,0,0,0,0,0,0,4
3,1,3.8501476017100584,0,0,46,17,0,0,1,0,0,0,0,0,0,0,0,0,4
10,1,4.2626798770413155,0,0,127,65,0,0,1,0,0,0,0,0,0,0,0,0,4
4,1,3.713572066704308,0,0,80,40,0,0,1,0,0,0,0,0,0,0,0,0,3
5,1,3.7612001156935624,0,0,46,17,0,0,1,0,0,0,0,0,0,0,0,0,4
7,1,4.2626798770413155,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,4
2,1,4.2626798770413155,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,4
2,1,4.59511985013459,0,0,16,3,0,0,0,0,1,0,0,0,0,0,0,0,10
3,1,4.59511985013459,0,0,18,3,0,0,0,0,1,0,0,0,0,0,0,0,11
19,1,4.394449154672439,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2,1,2.833213344056216,0,0,18,3,0,0,0,0,1,0,0,0,0,0,0,0,11
7,1,3.828641396489095,0,0,12,1,0,0,0,0,1,0,0,0,0,0,0,0,7
1,1,3.8918202981106265,0,0,21,3,0,0,0,0,1,0,0,0,0,0,0,0,12
19,1,4.248495242049359,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3
19,1,4.2626798770413155,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3
2,1,4.465908118654584,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,3
14,1,4.465908118654584,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,4
12,1,4.634728988229636,0,1,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,3.295836866004329,0,0,46,80,0,0,1,0,0,0,0,0,0,0,0,0,0
2,0,3.295836866004329,0,0,39,68,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,5.017279836814924,0,1,22,4,0,0,1,0,0,0,0,0,0,0,0,0,1
5,1,3.258096538021482,0,0,17,3,0,0,1,0,0,0,0,0,0,0,0,0,1
9,1,5.017279836814924,0,1,24,4,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,3.4965075614664802,0,1,17,3,0,0,1,0,0,0,0,0,0,0,0,0,1
4,1,3.4965075614664802,0,0,29,4,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,3.1354942159291497,0,0,33,5,0,0,1,0,0,0,0,0,0,0,0,0,1
11,1,3.2188758248682006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3.044522437723423,0,0,176,21,0,1,1,0,0,0,0,0,0,0,0,0,0
4,1,3.970291913552122,0,0,130,16,0,1,1,0,0,0,0,0,0,0,0,0,1
7,1,3.9318256327243257,0,1,48,5,0,1,1,0,0,0,0,0,0,0,0,0,0
4,1,2.9444389791664403,0,0,109,15,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1,3.1354942159291497,0,1,26,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,3.4965075614664802,0,1,38,2,0,1,1,0,0,0,0,0,0,0,0,0,0
4,0,3.295836866004329,0,1,2,11,0,0,0,1,0,0,0,0,0,0,0,0,1
15,0,3.2188758248682006,0,1,7,20,0,0,0,1,0,0,0,0,0,0,0,0,1
21,0,3.4339872044851463,0,0,2,11,0,0,0,1,0,0,0,0,0,0,0,0,1
8,1,4.330733340286331,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4
11,1,3.1354942159291497,0,0,20,7,0,0,1,0,0,0,0,0,0,0,0,0,0
2,1,3.1354942159291497,0,0,14,4,0,0,1,0,0,0,0,0,0,0,0,0,0
14,1,4.343805421853684,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2,1,3.4339872044851463,0,1,85,6,0,0,0,1,0,0,0,0,0,0,0,0,0
17,1,4.356708826689592,0,1,46,4,0,0,0,1,0,0,0,0,0,0,0,0,0
5,1,3.9318256327243257,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0
